timestamp,accX,accY,accZ,anvX,anvY,anvZ
27800,0.08,-9.93,-0.75,0.04,0.08,-0.03
27900,0.79,-9.5,-1.12,-0.1,0.19,0.09
28000,0.39,-9.43,-0.9,0.19,-0.08,0.03
28100,0.26,-9.84,-0.72,0.01,0.01,-0.01
28200,-0.06,-9.97,-0.61,0,0,0
28300,0.1,-9.91,-0.86,-0.05,0,0.03
28400,0.06,-9.99,-0.75,-0.03,-0.04,0.02
28500,0.03,-9.87,-0.59,-0.03,-0.02,0.04
28600,0.29,-9.73,-0.45,-0.01,-0.04,0
28700,0.32,-9.63,-0.62,0.03,0.01,-0.03
28800,0.02,-9.88,-0.79,-0.01,-0.03,0.03
28900,0.18,-9.71,-0.67,-0.11,-0.12,0
29000,0.15,-9.9,-1.14,-0.04,-0.06,0.03
29100,0.39,-9.55,-1.02,-0.07,-0.14,0.06
29200,0.19,-9.79,-0.93,-0.09,-0.09,-0.04
29300,0.31,-9.8,-0.97,-0.08,-0.05,-0.01
29400,-0.03,-10.06,-1.11,-0.15,-0.07,0.01
29500,-0.01,-10.12,-1.43,-0.22,-0.07,0.03
29600,-0.09,-10.04,-0.98,-0.19,-0.1,-0.01
29700,0.1,-9.84,-1.43,-0.03,-0.06,-0.01
29800,0.22,-9.88,-1.91,-0.16,-0.06,-0.08
29900,0.05,-9.94,-1.38,-0.14,-0.06,-0.03
30000,-0.02,-9.86,-1.67,-0.09,-0.12,-0.08
30100,0.22,-10.04,-1.5,-0.1,-0.04,-0.07
30200,-0.17,-10.05,-1.43,-0.07,0,-0.02
30300,0.23,-9.73,-2.24,-0.05,-0.17,0.01
30400,0.1,-9.95,-1.88,-0.09,-0.13,-0.01
30500,0.41,-9.51,-1.98,-0.05,-0.11,0
30600,0.02,-9.88,-1.42,-0.11,-0.17,-0.06
30700,0.14,-10.07,-1.55,0.06,-0.12,-0.05
30800,0.42,-9.89,-1.76,-0.04,-0.09,-0.04
30900,0.61,-9.6,-1.48,0.02,0.05,-0.01
31000,0.47,-9.42,-1.92,-0.08,-0.07,-0.03
31100,0.35,-9.61,-1.84,-0.05,-0.18,-0.03
31200,0.61,-9.79,-1.86,0.01,-0.15,-0.05
31300,0.42,-9.78,-2.07,-0.04,-0.18,-0.12
31400,0.24,-10.07,-1.76,-0.07,-0.09,-0.07
31500,0.62,-9.97,-1.86,0.03,-0.1,0.04
31600,0.51,-9.9,-1.9,0.03,-0.11,-0.02
31700,0.21,-9.8,-1.79,-0.07,-0.18,0.04
31800,0.3,-9.9,-1.71,-0.05,-0.23,0.03
31900,0.48,-10,-1.95,0,-0.17,0.01
32000,0.26,-9.83,-1.56,-0.02,-0.14,-0.03
32100,0.38,-9.91,-2.04,0.03,-0.06,-0.02
32200,0.36,-9.85,-1.9,0.02,-0.12,-0.08
32300,0.48,-9.84,-1.52,-0.01,-0.04,-0.06
32400,0.4,-9.86,-1.48,0.01,-0.07,0
32500,0.37,-10,-1.79,0.02,-0.06,0.03
32600,0.19,-10.01,-1.1,0.03,0.09,0.03
32700,0.72,-9.77,-1.59,-0.03,0.04,0.01
32800,0.28,-9.69,-1.27,-0.05,0.05,-0.01
32900,0.52,-9.9,-1.73,-0.01,0.04,-0.01
33000,0.11,-9.8,-1.53,0,0.03,-0.03
33100,0.44,-9.84,-1.58,-0.04,0.08,0
33200,0.16,-10.28,-1.48,-0.06,0.05,0
33300,0.46,-9.95,-1.37,-0.02,0.08,0.07
33400,0.34,-9.82,-1.33,-0.05,0.02,0.04
33500,0.41,-9.93,-1.59,-0.02,0.11,0.02
33600,0.57,-9.72,-1.42,-0.03,0.11,0
33700,0.48,-9.86,-1.63,-0.02,0.14,0
33800,0.32,-9.97,-1.71,0.02,0.21,-0.02
33900,0.38,-9.89,-1.81,-0.05,0.15,0.02
34000,0.59,-9.8,-1.53,0.01,0.17,0.04
34100,0.59,-9.77,-1.63,0,0.24,-0.02
34200,0.49,-10.07,-1.58,-0.02,0.2,-0.02
34300,0.66,-9.84,-1.73,-0.04,0.17,0
34400,0.51,-9.88,-1.62,-0.01,0.22,-0.06
34500,0.56,-9.73,-1.16,0,0.22,0
34600,0.43,-9.87,-1.41,0.01,0.22,0.02
34700,0.32,-9.89,-1.78,-0.01,0.18,0.05
34800,0.4,-9.89,-1.49,-0.09,0.17,0
34900,0.34,-10.03,-1.2,0.06,0.31,-0.01
35000,-0.02,-10.05,-1.4,-0.02,0.19,0.06
35100,0.57,-9.74,-1.26,0.02,0.2,0.05
35200,0.41,-9.81,-1.49,-0.01,0.17,0.03
35300,0.03,-10.04,-1.07,-0.05,0.14,0.02
35400,0.38,-9.81,-1.46,0.02,0.15,0.11
