timestamp,accX,accY,accZ,anvX,anvY,anvZ
36800,0.35,-9.92,-1.6,-0.03,0.01,0
36900,0.27,-9.93,-1.58,-0.03,0.01,0
37000,0.33,-9.87,-1.63,-0.03,0.01,0
37100,0.31,-9.85,-1.63,-0.03,0.01,0
37200,0.3,-9.91,-1.62,-0.03,0.01,0
37300,0.24,-9.89,-1.62,-0.03,0.01,0
37400,0.28,-9.95,-1.64,-0.03,0.01,0
37500,0.31,-9.94,-1.61,-0.03,0.01,0
37600,0.31,-9.95,-1.6,-0.03,0.01,0
37700,0.31,-9.87,-1.61,-0.03,0.01,0
37800,0.29,-9.96,-1.58,-0.03,0.01,0
37900,0.29,-9.93,-1.66,-0.03,0.01,0
38000,0.31,-9.95,-1.65,-0.03,0.01,0
38100,0.31,-9.92,-1.55,-0.03,0.01,0
38200,0.3,-9.87,-1.58,-0.03,0.01,0
38300,0.32,-9.93,-1.66,-0.03,0.01,0
38400,0.31,-9.85,-1.57,-0.03,0.01,0
38500,0.35,-9.94,-1.62,-0.03,0.01,0
38600,0.34,-9.9,-1.66,-0.03,0.01,0
38700,0.25,-9.93,-1.61,-0.03,0.01,0
38800,0.32,-9.89,-1.61,-0.03,0.01,0
38900,0.33,-9.9,-1.5,-0.03,0.01,0
39000,0.33,-9.85,-1.69,-0.03,0.01,0
39100,0.31,-9.9,-1.61,-0.03,0.01,0
39200,0.36,-9.9,-1.62,-0.03,0.01,0
39300,0.27,-9.92,-1.62,-0.03,0.01,0
39400,0.33,-9.91,-1.63,-0.03,0.01,0
39500,0.26,-9.9,-1.52,-0.03,0.01,0
39600,0.34,-10,-1.55,-0.03,0.01,0
39700,0.28,-9.88,-1.63,-0.03,0.01,0
39800,0.28,-9.91,-1.64,-0.03,0.01,0
39900,0.29,-9.91,-1.63,-0.03,0.01,0
40000,0.27,-9.96,-1.57,-0.03,0.01,0
40100,0.3,-9.96,-1.65,-0.03,0.01,0
40200,0.41,-9.92,-1.65,-0.03,0.01,0
40300,0.28,-9.86,-1.66,-0.03,0.01,0
40400,0.35,-9.9,-1.63,-0.03,0.01,0
40500,0.37,-9.93,-1.55,-0.03,0.01,0
40600,0.35,-9.92,-1.64,-0.03,0.01,0
40700,0.31,-9.94,-1.67,-0.03,0.01,0
40800,0.28,-9.96,-1.59,-0.03,0.01,0
40900,0.32,-9.96,-1.55,-0.03,0.01,0
41000,0.31,-9.92,-1.6,-0.03,0.01,0
41100,0.31,-9.89,-1.58,-0.03,0.01,0
41200,0.32,-9.92,-1.62,-0.03,0.01,0
41300,0.28,-9.91,-1.67,-0.03,0.01,0
41400,0.28,-9.96,-1.61,-0.03,0.01,0
41500,0.28,-9.94,-1.56,-0.03,0.01,0
41600,0.37,-9.9,-1.61,-0.03,0.01,0
41700,0.27,-9.94,-1.66,-0.03,0.01,0
41800,0.31,-9.94,-1.66,-0.03,0.01,0
41900,0.29,-9.9,-1.67,-0.03,0.01,0
42000,0.32,-9.86,-1.59,-0.03,0.01,0
42100,0.33,-9.91,-1.64,-0.03,0.01,0
42200,0.35,-9.92,-1.62,-0.03,0.01,0
42300,0.31,-9.87,-1.57,-0.03,0.01,0
42400,0.3,-9.9,-1.62,-0.03,0.01,0
42500,0.31,-9.9,-1.63,-0.03,0.01,0
42600,0.31,-9.89,-1.58,-0.03,0.01,0
42700,0.31,-9.93,-1.62,-0.03,0.01,0
42800,0.24,-9.89,-1.62,-0.03,0.01,0
42900,0.27,-9.92,-1.71,-0.03,0.01,0
43000,0.32,-9.89,-1.62,-0.03,0.01,0
43100,0.33,-9.93,-1.53,-0.03,0.01,0
43200,0.32,-9.94,-1.64,-0.03,0.01,0
43300,0.3,-9.98,-1.59,-0.03,0.01,0
43400,0.35,-9.89,-1.6,-0.03,0.01,0
43500,0.33,-9.89,-1.66,-0.03,0.01,0
43600,0.37,-9.9,-1.68,-0.03,0.01,0
43700,0.3,-9.95,-1.63,-0.03,0.01,0
43800,0.28,-9.93,-1.52,-0.03,0.01,0
43900,0.33,-9.92,-1.63,-0.03,0.01,0
44000,0.28,-9.91,-1.64,-0.03,0.01,0
44100,0.32,-9.93,-1.7,-0.03,0.01,0
44200,0.32,-9.88,-1.58,-0.03,0.01,0
44300,0.33,-9.92,-1.56,-0.03,0.01,0
44400,0.24,-9.96,-1.57,-0.03,0.01,0
44500,0.37,-9.88,-1.58,-0.03,0.01,0
44600,0.34,-9.98,-1.55,-0.03,0.01,0
44700,0.38,-9.93,-1.62,-0.03,0.01,0
44800,0.33,-9.91,-1.64,-0.03,0.01,0
44900,0.39,-9.91,-1.55,-0.03,0.01,0
45000,0.32,-9.98,-1.63,-0.03,0.01,0
45100,0.3,-9.91,-1.56,-0.03,0.01,0
